index	actor
666	('파울레트 고다드', 'Paulette Goddard')
667	('헨리 버그맨', 'Henry Bergman')
668	('타이니 샌포드', 'Tiny Sandford')
669	('체스터 콘클린', 'Chester Conklin')
670	('행크 만', 'Hank Mann')
671	('스탠리 브리스톤', 'Stanley Blystone')
672	('알랜 가르시아', 'Allan Garcia')
673	('매리 맥도넬', 'Mary McDonnell')
674	('그레이엄 그린', 'Graham Greene')
675	('로드니 A. 그랜트', 'Rodney A. Grant')
676	('제라르 쥐노', 'Gerard Jugnot')
677	('프랑수와 벨레앙', 'Francois Berleand')
678	('장 밥티스트 모니에', 'Jean-Baptiste Maunier')
679	('카드 므라드', 'Kad Merad')
680	('마리 부넬', 'Marie Bunel')
681	('필립 뒤 자네르랑', 'Philippe Du Janerand')
682	('쟝 폴 보나이레', 'Jean-Paul Bonnaire')
683	('존 C. 라일리', 'John C. Reilly')
684	('사라 실버맨', 'Sarah Silverman')
685	('잭 맥브레이어', 'Jack McBrayer')
686	('제인 린치', 'Jane Lynch')
687	('에드 오닐', "Ed O'Neill")
688	('스테파니 스콧', 'Stefanie Scott')
689	('레이첼 해리스', 'Rachael Harris')
690	('할리 조엘 오스먼트', 'Haley Joel Osment')
691	('주드 로', 'Jude Law')
692	('프란시스 오코너', "Frances O'Connor")
693	('브렌단 글리슨', 'Brendan Gleeson')
694	('샘 로바즈', 'Sam Robards')
695	('윌리엄 허트', 'William Hurt')
696	('제이크 토마스', 'Jake Thomas')
697	('켄 렁', 'Ken Leung')
698	('장국영', '')
699	('공리', '')
700	('장풍의', 'Zhang Feng-Yi')
701	('지앙 웬리', 'Jiang Wenli')
702	('갈우', 'Ge You')
703	('오대유', '')
704	('잉다', '')
705	('댄 리', 'Dan Li')
706	('홍경인', '')
707	('고정일', '')
708	('최민식', '')
709	('태민영', '')
710	('이진선', '')
711	('신구', '')
712	('우상전', '')
713	('김혜옥', '')
714	('박효신', '')
715	('정재일', '')
716	('샘 닐', 'Sam Neill')
717	('제프 골드브럼', 'Jeff Goldblum')
718	('리차드 아텐보로', 'Richard Attenborough')
719	('사무엘 L. 잭슨', 'Samuel L. Jackson')
720	('밥 펙', 'Bob Peck')
721	('마틴 페레로', 'Martin Ferrero')
722	('이관희', '')
723	('오은주', '')
724	('이소연', '')
725	('이송', '')
726	('추상미', '')
727	('욜란타 크리소바타', 'Jolanta Krysowata')
728	('요제프 브로비치', 'Jozef Borowiec')
729	('스타니스와프 바할', 'Stanislaw Wahal')
730	('야드비가 코모로프스카', 'Jadwiga Komorowska')
731	('즈비그니에프 루트코프스키', 'Zbigniew Rutkowski')
732	('브로니스와프 코모로프스키', 'Bronislaw Komorowski')
733	('성룡', 'Jackie Chan')
734	('장만옥', '')
735	('임청하', '')
736	('동표', '')
737	('탕진업', '')
738	('태보', '')
739	('유지영', '')
740	('초원', 'Yuen Chor')
741	('패튼 오스왈트', 'Patton Oswalt')
742	('루 로마노', 'Lou Romano')
743	('브라이언 데니히', 'Brian Dennehy')
744	('재닌 가로팔로', 'Janeane Garofalo')
745	('이안 홈', 'Ian Holm')
746	('피터 오툴', "Peter O'Toole")
747	('제이미 폭스', 'Jamie Foxx')
748	('티나 페이', 'Tina Fey')
749	('다비드 딕스', 'Daveed Diggs')
750	('필리샤 라샤드', 'Phylicia Rashad')
751	('아미르 "퀘스트러브" 톰슨', 'Ahmir "Questlove" THOMPSON')
752	('브루스 윌리스', 'Bruce Willis')
753	('알렉산더 고더노브', 'Alexander Godunov')
754	('보니 베델리아', 'Bonnie Bedelia')
755	('레지날드 벨존슨', 'Reginald Veljohnson')
756	('윌리암 아서톤', 'William Atherton')
757	('폴 글리슨', 'Paul Gleason')
758	('하트 보크너', 'Hart Bochner')
759	('한석규', '')
760	('심은하', '')
761	('오지혜', '')
762	('이한위', '')
763	('전미선', '')
764	('츠지무라 마히토', 'Mahito Tsujimura')
765	('쿄다 히사코', 'Hisako Kyoda')
766	('나야 고로', 'Goro Naya')
767	('미야우치 코헤이', 'Kohei Miyauchi')
768	('야나미 조지', 'Joji Yanami')
769	('야다 미노루', 'Minoru Yada')
770	('웬디 크로슨', 'Wendy Crewson')
771	('하밀 케이트 아이슨버그', 'Hallie Kate Eisenberg')
772	('스티븐 루트', 'Stephen Root')
773	('린 티그펜', 'Lynne Thigpen')
774	('올리버 플랫', 'Oliver Platt')
775	('전지현', '')
776	('차태현', '')
777	('김인문', '')
778	('송옥숙', '')
779	('한진희', '')
780	('현숙희', '')
781	('김일우', '')
782	('빌리 보이드', 'Billy Boyd')
783	('종려시', 'Zhong Liti')
784	('정칙사', 'Kent Cheng')
785	('예성', 'Collin Chou')
786	('존 굿맨', 'John Goodman')
787	('빌리 크리스탈', 'Billy Crystal')
788	('메리 깁스', 'Mary Gibbs')
789	('스티브 부세미', 'Steve Buscemi')
790	('제임스 코번', 'James Coburn')
791	('제니퍼 틸리', 'Jennifer Tilly')
792	('시에라 보게스', 'Sierra Boggess')
793	('라민 카림루', 'Ramin Karimloo')
794	('하들리 프레이저', 'Hadley Fraser')
795	('닉 홀더', 'Nick Holder')
796	('딕 반 다이크', 'Dick Van Dyke')
797	('데이비드 톰린슨', 'David Tomlinson')
798	('글리니스 존스', 'Glynis Johns')
799	('헤르미온 배들리', 'Hermione Baddeley')
800	('레타 쇼', 'Reta Shaw')
801	('카렌 도트리스', 'Karen Dotrice')
802	('매튜 가버', 'Matthew Garber')
803	('매들린 캐롤', 'Madeline Carroll')
804	('캘런 맥오리피', 'Callan McAuliffe')
805	('안소니 에드워즈', 'Anthony Edwards')
806	('레베카 드 모네이', 'Rebecca De Mornay')
807	('페네로프 앤 밀러', 'Penelope Ann Miller')
808	('에이단 퀸', 'Aidan Quinn')
809	('케빈 웨이즈먼', 'Kevin Weisman')
810	('크리스찬 슬레이터', 'Christian Slater')
811	('케빈 베이컨', 'Kevin Bacon')
812	('윌리암 H. 머시', 'William H. Macy')
813	('스티븐 토보로스키', 'Stephen Tobolowsky')
814	('브래드 듀리프', 'Brad Dourif')
815	('R. 리 이메이', 'R. Lee Ermey')
816	('관지림', '')
817	('이가흔', '')
818	('이자웅', 'Li Zixiong')
819	('김희애', '')
820	('예수정', '')
821	('문숙', '오경숙')
822	('이용녀', '')
823	('김선영', '')
824	('김준한', 'KIM Jun Han')
825	('이용이', '')
826	('조나단 테일러 토마스', 'Jonathan Taylor Thomas')
827	('매튜 브로데릭', 'Matthew Broderick')
828	('제임스 얼 존스', 'James Earl Jones')
829	('제레미 아이언스', 'Jeremy Irons')
830	('모이라 켈리', 'Moira Kelly')
831	('니케타 캘레임', 'Niketa Calame')
832	('어니 사벨라', 'Ernie Sabella')
833	('네이단 레인', 'Nathan Lane')
834	('왕조현', '')
835	('우마', 'Wu Ma')
836	('토니 골드윈', 'Tony Goldwyn')
837	('글렌 클로즈', 'Glenn Close')
838	('브라이언 블레시드', 'Brian Blessed')
839	('나이젤 호손', 'Nigel Hawthorne')
840	('웨인 나이트', 'Wayne Knight')
841	('알렉스 디 린츠', 'Alex D. Linz')
842	('이선', '')
843	('이미자', '')
844	('김현지', '')
845	('홍소영', '')
846	('정미숙', '')
847	('김환진', '')
848	('남도형', '')
849	('김보성', '')
850	('표도르 예멜리야넨코', 'Fedor Emelianenko')
851	('룻거 하우어', 'Rutger Hauer')
852	('브라힘 아캅바케', 'Brahim Achabbakhe')
853	('제프리 지울리아노', 'Geoffrey Giuliano')
854	('러셀 제프리 뱅스', 'Russell Geoffrey Banks')
855	('파웰 데라그', 'Pawel Delag')
856	('강희선', '')
857	('여민정', '')
858	('정유미', '')
859	('정혜옥', '')
860	('강새봄', '')
861	('시영준', '')
862	('샤룩 칸', 'Shahrukh Khan')
863	('까졸', 'Kajol')
864	('쉐인 하퍼', 'Shane Harper')
865	('크리스토퍼 B. 던칸', 'Christopher B. Duncan')
866	('하모니 블로썸', 'Harmony Blossom')
867	('제니퍼 에콜스', 'Jennifer Echols')
868	('스테파니 헉커비', 'Steffany Huckaby')
869	('더글라스 테잇', 'Douglas Tait')
870	('실베스터 스탤론', 'Sylvester Stallone')
871	('탈리아 샤이어', 'Talia Shire')
872	('버트 영', 'Burt Young')
873	('칼 웨더스', 'Carl Weathers')
874	('버제스 메러디스', 'Burgess Meredith')
875	('이정재', '')
876	('김무생', '')
877	('조승연', '')
878	('민윤재', '')
879	('김지무', '')
880	('최윤영', '')
881	('이인철', '')
882	('데이브 존스', 'Dave Johns')
883	('헤일리 스콰이어', 'Hayley Squires')
884	('샤론 퍼시', 'Sharon Percy')
885	('브리아나 샨', 'Briana Shann')
886	('딜런 맥키어넌', 'Dylan McKiernan')
887	('타카야마 미나미', 'Minami Takayama')
888	('야마자키 와카나', 'Wakana Yamazaki')
889	('카미야 아키라', 'Kamiya Akira')
890	('야마구치 캇페이', 'Kappei Yamaguchi')
891	('하야시바라 메구미', 'Megumi Hayashibara')
892	('이와이 유키코', 'Yukiko Iwai')
893	('타카기 와타루', 'Wataru Takagi')
894	('오오타니 이쿠에', 'Ikue Ootani')
895	('강무', 'Jiang Wu')
896	('곽도', 'Guo Tao')
897	('적룡', 'Lung Ti')
898	('유덕화', 'Andy Lau')
899	('매염방', '')
900	('레자 나지', 'Mohammad Amir Naji')
901	('아미르 파로크 하스미얀', 'Amir Farrokh Hashemian')
902	('바하레 세디키', 'Bahare Seddiqi')
903	('최승호', 'CHOI Seungho')
904	('김기춘', '')
905	('원세훈', '')
906	('최수인', '')
907	('설혜인', '')
908	('이서연', '')
909	('강민준', '')
910	('김희준', '')
911	('김채연', '')
912	('이영애', '')
913	('이병헌', 'Byung-hun Lee')
914	('김태우', '')
915	('신하균', '')
916	('허버트 울리치', 'Herbert Ulrich')
917	('크리스토프 호프리히터', 'Christoph Hofrichter')
918	('이양천새', 'Yi Yang Qian Xi')
919	('윤방', 'Fang Yin')
920	('오월', 'Yue Wu')
921	('주 이', 'Ye Zhou')
922	('장예범', 'Zhang Yifan')
923	('장흠이', 'Xin-yi Zhang')
924	('황각', 'Huang Jue')
925	('엘리엇 한나', 'Elliott Hanna')
926	('루시에 헨쉘', 'Ruthie Henshall')
927	('데카 웜슬리', 'Deka Walmsley')
928	('조 치숌', 'Joe Chisholm')
929	('맨디-래 크루이크생크', 'Mandy-Rae Cruikshank')
930	('이사벨 루카스', 'Isabel Lucas')
931	('리처드 오베리', "Richard O'Barry")
932	('헤이든 파네티어', 'Hayden Panettiere')
933	('루이 시호요스', 'Louie Psihoyos')
934	('폴 왓슨', 'Paul Watson')
935	('이경태', '')
936	('김연우', '')
937	('김지율', '')
938	('이호산', '')
939	('장민혁', '')
940	('김현욱', '')
941	('전태열', '')
942	('애슐리 브래처', 'Ashley Bratcher')
943	('브룩스 라이언', 'Brooks Ryan')
944	('로비아 스캇', 'Robia Scott')
945	('자레드 랏츠', 'Jared Lotz')
946	('엠마 엘리 로버츠', 'Emma Elle Roberts')
947	('로빈 드마코', 'Robin DeMarco')
948	('박희순', '')
949	('고창석', '')
950	('프란시스코', 'Francisco Frenque Amaral Borges Martins Varela')
951	('페르난도 알메이다 도 카르모 핀토', 'Fernando Almeida Do Carmo Bucar Pinto')
952	('필로메노 주니어 다 코스타', 'Filomeno Junior Da Costa')
953	('마리나 시모스', 'Marlina Simoes')
954	('시미즈 케이', 'Kei Shimizu')
955	('유시프 압델하미드 이브라하임 기브릴', 'Yousif Abdelhamid Ibrahahim Gibreel')
956	('정우', '')
957	('황정음', '')
958	('손호준', '')
959	('권재현', '')
960	('양기원', '')
961	('이유준', '')
962	('조영진', '')
963	('지승현', '')
964	('주걸륜', '')
965	('계륜미', 'Kwai Lun-Mei')
966	('황추생', 'Anthony Wong')
967	('증개현', '')
968	('소명명', '')
969	('배종옥', '')
970	('김갑수', '')
971	('김지영', '')
972	('유준상', 'Yu Jun-Sang')
973	('류덕환', '')
974	('박하선', '')
975	('이대연', '')
976	('우마 서먼', 'Uma Thurman')
977	('알란 아킨', 'Alan Arkin')
978	('로렌 딘', 'Loren Dean')
979	('고어 비달', 'Gore Vidal')
980	('어네스트 보그나인', 'Ernest Borgnine')
981	('로랜드 몰러', 'Roland Moller')
982	('미켈 폴스라르', 'Mikkel Folsgaard')
983	('루이스 호프만', 'Louis Hofmann')
984	('조엘 바스만', 'Joel Basman')
985	('오스카 뵈켈만', 'Oskar Bockelmann')
986	('알렉산더 라쉬', 'Alexander Rasch')
987	('에밀 벨톤', 'Emil Belton')
988	('오스카 벨톤', 'Oskar Belton')
989	('존 디콘', 'John Deacon')
990	('브라이언 메이', 'Brian May')
991	('프레디 머큐리', 'Freddie Mercury')
992	('로저 테일러', 'Roger Taylor')
993	('히다카 노리코', 'Noriko Hidaka')
994	('타카기 히토시', 'Hitoshi Takagi')
995	('이토이 시게사토', 'Shigesato Itoi')
996	('키타바야시 타니에', 'Tanie Kitabayashi')
997	('마루야마 유코', 'Yuko Maruyama')
998	('마이클 잭슨', 'Michael Jackson')
999	('오리안디', 'Orianthi')
1000	('폴 워커', 'Paul Walker')
1001	('브루스 그린우드', 'Bruce Greenwood')
1002	('문 블러드굿', 'Moon Bloodgood')
1003	('제이슨 빅스', 'Jason Biggs')
1004	('그레고리 펙', 'Gregory Peck')
1005	('오드리 헵번', 'Audrey Hepburn')
1006	('에디 알버트', 'Eddie Albert')
1007	('하틀리 파워', 'Hartley Power')
1008	('하코트 윌리암스', 'Harcourt Williams')
1009	('마가렛 로우링스', 'Margaret Rawlings')
1010	('조슈 브롤린', 'Josh Brolin')
1011	('제프 브리지스', 'Jeff Bridges')
1012	('테일러 키취', 'Taylor Kitsch')
1013	('제임스 뱃지 데일', 'James Badge Dale')
1014	('앤디 맥도웰', 'Andie MacDowell')
1015	('제프 스털츠', 'Geoff Stults')
1016	('공유', '')
1017	('김현수', '')
1018	('정인서', '')
1019	('백승환', '')
1020	('김민상', '')
1021	('임현성', '')
1022	('멜 깁슨', 'Mel Gibson')
1023	('소피 마르소', 'Sophie Marceau')
1024	('패트릭 맥구한', 'Patrick McGoohan')
1025	('캐서린 맥코맥', 'Catherine McCormack')
1026	('앵거스 맥페이든', 'Angus MacFadyen')
1027	('데이비드 오하라', "David O'Hara")
1028	('이안 배넌', 'Ian Bannen')
1029	('티아 레오니', 'Tea Leoni')
1030	('제레미 피번', 'Jeremy Piven')
1031	('조세프 소머', 'Josef Sommer')
1032	('사울 루비넥', 'Saul Rubinek')
1033	('권오중', '')
1034	('이성혜', '')
1035	('이용규', '')
1036	('이어령', '')
1037	('천정은', '')
1038	('클린트 이스트우드', 'Clint Eastwood')
1039	('리 밴 클리프', 'Lee Van Cleef')
1040	('알도 지우프리', 'Aldo Giuffre')
1041	('마리오 브레가', 'Mario Brega')
1042	('엘리 웰라치', 'Eli Wallach')
1043	('폴 윈필드', 'Paul Winfield')
1044	('우피 골드버그', 'Whoopi Goldberg')
1045	('매기 스미스', 'Maggie Smith')
1046	('하비 케이틀', 'Harvey Keitel')
1047	('빌 넌', 'Bill Nunn')
1048	('메리 윅스', 'Mary Wickes')
1049	('웬디 마케나', 'Wendy Makkena')
1050	('조셉 마허', 'Joseph Maher')
1051	('키트 해링턴', 'Kit Harington')
1052	('줄리아 스타일스', 'Julia Stiles')
1053	('데이빗 스트라탄', 'David Strathairn')
1054	('스콧 글렌', 'Scott Glenn')
1055	('패디 콘시딘', 'Paddy Considine')
1056	('에드가 라미레즈', 'Edgar Ramirez')
1057	('알버트 피니', 'Albert Finney')
1058	('조안 알렌', 'Joan Allen')
1059	('피터 웰러', 'Peter Weller')
1060	('낸시 알렌', 'Nancy Allen')
1061	('댄 오헐리히', "Dan O'Herlihy")
1062	('로니 콕스', 'Ronny Cox')
1063	('커트우드 스미스', 'Kurtwood Smith')
1064	('미겔 페레', 'Miguel Ferrer')
1065	('로버트 도퀴', 'Robert DoQui')
1066	('레이 와이즈', 'Ray Wise')
1067	('정은애', 'Eunae Jeong')
1068	('강선화', 'Sun hwa Kang')
1069	('봉레오', 'Von Reo')
1070	('정예준', 'Yejoon Joung')
1071	('곽인선', 'In sun Kwak')
1072	('남성준', 'Seongjun Nam')
1073	('정동렬', 'Dong ryoul Joung')
1074	('윤유선', '')
1075	('김규리', '김민선')
1076	('박희정', '')
1077	('유세형', '')
1078	('이경영', '')
1079	('김영재', '')
1080	('정영기', '')
1081	('조니 뎁', 'Johnny Depp')
1082	('위노나 라이더', 'Winona Ryder')
1083	('안소니 마이클 홀', 'Anthony Michael Hall')
1084	('케시 베이커', 'Kathy Baker')
1085	('로버트 올리버리', 'Robert Oliveri')
1086	('콘처터 페렐', 'Conchata Ferrell')
1087	('캐롤라인 아로', 'Caroline Aaroh')
1088	('바네사 허진스', 'Vanessa Hudgens')
1089	('애슐리 티스데일', 'Ashley Tisdale')
1090	('루카스 그래빌', 'Lucas Grabeel')
1091	('코빈 블루', 'Corbin Bleu')
1092	('모니크 콜맨', 'Monique Coleman')
1093	('바트 존슨', 'Bart Johnson')
1094	('올리시아 루린', 'Olesya Rulin')
1095	('노지마 켄지', 'Kenji Nojima')
1096	('카미야 히로시', 'Hiroshi Kamiya')
1097	('이시카와 히데오', 'Hideo Ishikawa')
1098	('클라크 게이블', 'Clark Gable')
1099	('비비안 리', 'Vivien Leigh')
1100	('레슬리 하워드', 'Leslie Howard')
1101	('올리비아 드 하빌랜드', 'Olivia De Havilland')
1102	('토마스 밋첼', 'Thomas Mitchell')
1103	('바바라 오닐', "Barbara O'Neil")
1104	('에블린 키예스', 'Evelyn Keyes')
1105	('앤 루더포드', 'Ann Rutherford')
1106	('김래원', '')
1107	('허이재', '')
1108	('김병옥', '')
1109	('김정태', '')
1110	('한정수', 'Han Jung-Soo')
1111	('지대한', '')
1112	('류 페이치', 'Peiqi Liu')
1113	('진홍', 'Chen Hong')
1114	('천카이거', 'Chen Kaige')
1115	('왕지문', 'Wang Zhi Wen')
1116	('이성민', '')
1117	('윤아', '')
1118	('이수경', '')
1119	('김강훈', '')
1120	('정문성', '')
1121	('김동현', '')
1122	('이동용', '')
1123	('르네 젤위거', 'Renee Zellweger')
1124	('폴 지아마티', 'Paul Giamatti')
1125	('크레이그 비에코', 'Craig Bierko')
1126	('브루스 맥길', 'Bruce McGill')
1127	('론 캐나다', 'Ron Canada')
1128	('크리스토퍼 칼리', 'Christopher Carley')
1129	('비 방', 'Bee Vang')
1130	('어니 허', 'Ahney Her')
1131	('코리 하드릭트', 'Cory Hardrict')
1132	('브라이언 헤일리', 'Brian Haley')
1133	('브라이언 호우', 'Brian Howe')
1134	('드리마 워커', 'Dreama Walker')
1135	('원빈', '')
1136	('김새론', '')
1137	('김태훈', '')
1138	('김희원', '')
1139	('김성오', '')
1140	('이종필', '')
1141	('타나용 웡트라쿨', 'Thanayong Wongtrakul')
1142	('김효서', '')
1143	('폴 베타니', 'Paul Bettany')
1144	('주드 허쉬', 'Judd Hirsch')
1145	('안소니 랩', 'Anthony Rapp')
